# tildes-es.tsv — mapa de restauración de tildes (generado, NO editar a mano)
# Generador: scripts/gen-tildes.ts  |  Regla: entra solo si la forma sin
# tilde NO es palabra española válida y la restauración es única.
# Fuente: RLA-ES via LibreOffice/dictionaries (MPL 1.1)
# es_ES.dic sha256=6975dddec3d5d2c676069537bc67b4b5f786c65c5d4cf6703a82acf779ac9ec1
# es_ES.aff sha256=e73a9bf8e1383f4986a5dc9e2fbed49371c0c61f511c626d15586bd433c1cad9
# pares=157895
abaca	abacá
apresuperinimposicion	apresuperinimposición
apresuperposicion	apresuperposición
apresurabamos	apresurábamos
apresuracion	apresuración
apresurais	apresuráis
apresurandome	apresurándome
apresurandonos	apresurándonos
apresurandoos	apresurándoos
apresurandose	apresurándose
apresurandote	apresurándote
apresuraramos	apresuráramos
apresuraria	apresuraría
apresurariais	apresuraríais
apresurariamos	apresuraríamos
apresurarian	apresurarían
apresurarias	apresurarías
apresurasemos	apresurásemos
apresurate	apresúrate
apresureis	apresuréis
apresuremonos	apresurémonos
apresurense	apresúrense
apresurese	apresúrese
apretabamos	apretábamos
apretais	apretáis
apretandola	apretándola
apretandolas	apretándolas
apretandole	apretándole
apretandoles	apretándoles
apretandolo	apretándolo
apretandolos	apretándolos
apretandome	apretándome
apretandomela	apretándomela
apretandomelas	apretándomelas
apretandomelo	apretándomelo
apretandomelos	apretándomelos
apretandonos	apretándonos
apretandonosla	apretándonosla
apretandonoslas	apretándonoslas
apretandonoslo	apretándonoslo
apretandonoslos	apretándonoslos
apretandoos	apretándoos
apretandoosla	apretándoosla
apretandooslas	apretándooslas
apretandooslo	apretándooslo
apretandooslos	apretándooslos
apretandose	apretándose
apretandosela	apretándosela
apretandoselas	apretándoselas
apretandoselo	apretándoselo
apretandoselos	apretándoselos
apretandote	apretándote
apretandotela	apretándotela
apretandotelas	apretándotelas
apretandotelo	apretándotelo
apretandotelos	apretándotelos
apretaramos	apretáramos
apretaria	apretaría
apretariais	apretaríais
apretariamos	apretaríamos
apretarian	apretarían
apretarias	apretarías
apretarmela	apretármela
apretarmelas	apretármelas
apretarmelo	apretármelo
apretarmelos	apretármelos
apretarnosla	apretárnosla
apretarnoslas	apretárnoslas
apretarnoslo	apretárnoslo
apretarnoslos	apretárnoslos
apretarosla	apretárosla
apretaroslas	apretároslas
apretaroslo	apretároslo
apretaroslos	apretároslos
apretarsela	apretársela
apretarselas	apretárselas
apretarselo	apretárselo
apretarselos	apretárselos
apretartela	apretártela
apretartelas	apretártelas
apretartelo	apretártelo
apretartelos	apretártelos
apretasemos	apretásemos
aprete	apreté
apreteis	apretéis
apreto	apretó
apreton	apretón
apretujabamos	apretujábamos
apretujais	apretujáis
apretujandose	apretujándose
apretujaramos	apretujáramos
apretujaria	apretujaría
apretujariais	apretujaríais
apretujariamos	apretujaríamos
apretujarian	apretujarían
apretujarias	apretujarías
apretujasemos	apretujásemos
apretujeis	apretujéis
apreven	aprevén
aprevendra	aprevendrá
aprevendran	aprevendrán
aprevendras	aprevendrás
aprevendre	aprevendré
aprevendreis	aprevendréis
aprevendria	aprevendría
aprevendriais	aprevendríais
aprevendriamos	aprevendríamos
aprevendrian	aprevendrían
aprevendrias	aprevendrías
aprevengais	aprevengáis
aprevenia	aprevenía
apreveniais	apreveníais
apreveniamos	apreveníamos
aprevenian	aprevenían
aprevenias	aprevenías
aprevenis	aprevenís
apreviniendose	apreviniéndose
aprevinieramos	apreviniéramos
aprevinieremos	apreviniéremos
apreviniesemos	apreviniésemos
aprietala	apriétala
aprietalas	apriétalas
aprietalo	apriétalo
aprietalos	apriétalos
aprietame	apriétame
aprietanos	apriétanos
aprietela	apriétela
aprietelas	apriételas
aprietelo	apriételo
aprietelos	apriételos
aprietenla	apriétenla
aprietenlas	apriétenlas
aprietenlo	apriétenlo
aprietenlos	apriétenlos
aprioristica	apriorística
aprioristicas	apriorísticas
aprioristico	apriorístico
aprioristicos	apriorísticos
apriscabamos	apriscábamos
apriscais	apriscáis
apriscandose	apriscándose
apriscaramos	apriscáramos
apriscaria	apriscaría
apriscariais	apriscaríais
apriscariamos	apriscaríamos
apriscarian	apriscarían
apriscarias	apriscarías
apriscasemos	apriscásemos
aprisionabamos	aprisionábamos
aprisionais	aprisionáis
aprisionandola	aprisionándola
aprisionandolas	aprisionándolas
aprisionandole	aprisionándole
aprisionandoles	aprisionándoles
aprisionandolo	aprisionándolo
aprisionandolos	aprisionándolos
aprisionandose	aprisionándose
aprisionaramos	aprisionáramos
aprisionaria	aprisionaría
aprisionariais	aprisionaríais
aprisionariamos	aprisionaríamos
aprisionarian	aprisionarían
aprisionarias	aprisionarías
aprisionasemos	aprisionásemos
aprisioneis	aprisionéis
aprisqueis	aprisquéis
aproabamos	aproábamos
aproais	aproáis
aproandose	aproándose
aproaramos	aproáramos
aproaria	aproaría
aproariais	aproaríais
aproariamos	aproaríamos
aproarian	aproarían
aproarias	aproarías
aproasemos	aproásemos
aprobabamos	aprobábamos
aprobacion	aprobación
aprobais	aprobáis
aprobandola	aprobándola
aprobandolas	aprobándolas
aprobandolo	aprobándolo
aprobandolos	aprobándolos
aprobandose	aprobándose
aprobaramos	aprobáramos
aprobaria	aprobaría
aprobariais	aprobaríais
aprobariamos	aprobaríamos
aprobarian	aprobarían
aprobarias	aprobarías
aprobasemos	aprobásemos
aprobe	aprobé
aprobeis	aprobéis
aprobo	aprobó
aproeis	aproéis
aproimposicion	aproimposición
aproinimposicion	aproinimposición
aprontabamos	aprontábamos
aprontais	aprontáis
aprontandose	aprontándose
aprontaramos	aprontáramos
aprontaria	aprontaría
aprontariais	aprontaríais
aprontariamos	aprontaríamos
aprontarian	aprontarían
aprontarias	aprontarías
aprontasemos	aprontásemos
apronteis	aprontéis
apropiabamos	apropiábamos
apropiacion	apropiación
apropiais	apropiáis
apropiandome	apropiándome
apropiandomela	apropiándomela
apropiandomelas	apropiándomelas
apropiandomelo	apropiándomelo
apropiandomelos	apropiándomelos
apropiandonos	apropiándonos
apropiandonosla	apropiándonosla
apropiandonoslas	apropiándonoslas
apropiandonoslo	apropiándonoslo
apropiandonoslos	apropiándonoslos
apropiandoos	apropiándoos
apropiandoosla	apropiándoosla
apropiandooslas	apropiándooslas
apropiandooslo	apropiándooslo
apropiandooslos	apropiándooslos
apropiandose	apropiándose
apropiandosela	apropiándosela
apropiandoselas	apropiándoselas
apropiandoselo	apropiándoselo
apropiandoselos	apropiándoselos
apropiandote	apropiándote
apropiandotela	apropiándotela
apropiandotelas	apropiándotelas
apropiandotelo	apropiándotelo
apropiandotelos	apropiándotelos
apropiaramos	apropiáramos
apropiaria	apropiaría
apropiariais	apropiaríais
apropiariamos	apropiaríamos
apropiarian	apropiarían
apropiarias	apropiarías
apropiarmela	apropiármela
apropiarmelas	apropiármelas
apropiarmelo	apropiármelo
apropiarmelos	apropiármelos
apropiarnosla	apropiárnosla
apropiarnoslas	apropiárnoslas
apropiarnoslo	apropiárnoslo
apropiarnoslos	apropiárnoslos
apropiarosla	apropiárosla
apropiaroslas	apropiároslas
apropiaroslo	apropiároslo
apropiaroslos	apropiároslos
apropiarsela	apropiársela
apropiarselas	apropiárselas
apropiarselo	apropiárselo
apropiarselos	apropiárselos
apropiartela	apropiártela
apropiartelas	apropiártelas
apropiartelo	apropiártelo
apropiartelos	apropiártelos
apropiasemos	apropiásemos
apropieis	apropiéis
apropincuabamos	apropincuábamos
apropincuais	apropincuáis
apropincuandose	apropincuándose
apropincuaramos	apropincuáramos
apropincuaria	apropincuaría
apropincuariais	apropincuaríais
apropincuariamos	apropincuaríamos
apropincuarian	apropincuarían
apropincuarias	apropincuarías
apropincuasemos	apropincuásemos
apropincueis	apropincuéis
aproposicion	aproposición
aproposito	apropósito
apropositos	apropósitos
aprosuperimposicion	aprosuperimposición
aprosuperinimposicion	aprosuperinimposición
aprosuperposicion	aprosuperposición
aprovechabamos	aprovechábamos
aprovechais	aprovecháis
aprovechala	aprovéchala
aprovechalas	aprovéchalas
aprovechalo	aprovéchalo
aprovechalos	aprovéchalos
aprovechandola	aprovechándola
aprovechandolas	aprovechándolas
aprovechandolo	aprovechándolo
aprovechandolos	aprovechándolos
aprovechandome	aprovechándome
aprovechandonos	aprovechándonos
aprovechandoos	aprovechándoos
aprovechandose	aprovechándose
aprovechandote	aprovechándote
aprovecharamos	aprovecháramos
aprovecharia	aprovecharía
aprovechariais	aprovecharíais
aprovechariamos	aprovecharíamos
aprovecharian	aprovecharían
aprovecharias	aprovecharías
aprovechasemos	aprovechásemos
aprovechate	aprovéchate
aprovecheis	aprovechéis
aprovechela	aprovéchela
aprovechelas	aprovéchelas
aprovechelo	aprovéchelo
aprovechelos	aprovéchelos
aprovechemonos	aprovechémonos
aprovechenla	aprovéchenla
aprovechenlas	aprovéchenlas
aprovechenlo	aprovéchenlo
aprovechenlos	aprovéchenlos
aprovechense	aprovéchense
aprovechese	aprovéchese
aprovisionabamos	aprovisionábamos
aprovisionais	aprovisionáis
aprovisionandose	aprovisionándose
aprovisionaramos	aprovisionáramos
aprovisionaria	aprovisionaría
aprovisionariais	aprovisionaríais
aprovisionariamos	aprovisionaríamos
aprovisionarian	aprovisionarían
aprovisionarias	aprovisionarías
aprovisionasemos	aprovisionásemos
aprovisioneis	aprovisionéis
aproximabamos	aproximábamos
aproximacion	aproximación
aproximais	aproximáis
aproximandome	aproximándome
aproximandonos	aproximándonos
aproximandoos	aproximándoos
aproximandose	aproximándose
aproximandote	aproximándote
aproximaramos	aproximáramos
aproximaria	aproximaría
aproximariais	aproximaríais
aproximariamos	aproximaríamos
aproximarian	aproximarían
aproximarias	aproximarías
aproximasemos	aproximásemos
aproximate	aproxímate
aproximeis	aproximéis
aproximemonos	aproximémonos
aproximense	aproxímense
aproximese	aproxímese
apside	ápside
apsides	ápsides
aptera	áptera
apteras	ápteras
aptero	áptero
apteros	ápteros
apulgarabamos	apulgarábamos
apulgarais	apulgaráis
apulgarandose	apulgarándose
apulgararamos	apulgaráramos
apulgararia	apulgararía
apulgarariais	apulgararíais
apulgarariamos	apulgararíamos
apulgararian	apulgararían
apulgararias	apulgararías
apulgarasemos	apulgarásemos
apulgareis	apulgaréis
apunchabamos	apunchábamos
apunchais	apuncháis
apunchandose	apunchándose
apuncharamos	apuncháramos
apuncharia	apuncharía
apunchariais	apuncharíais
apunchariamos	apuncharíamos
apuncharian	apuncharían
apuncharias	apuncharías
apunchasemos	apunchásemos
apuncheis	apunchéis
apuntabamos	apuntábamos
apuntais	apuntáis
apuntalabamos	apuntalábamos
apuntalais	apuntaláis
apuntalandose	apuntalándose
apuntalaramos	apuntaláramos
apuntalaria	apuntalaría
apuntalariais	apuntalaríais
apuntalariamos	apuntalaríamos
apuntalarian	apuntalarían
apuntalarias	apuntalarías
apuntalasemos	apuntalásemos
apuntaleis	apuntaléis
apuntalos	apúntalos
apuntame	apúntame
apuntandola	apuntándola
apuntandolas	apuntándolas
apuntandole	apuntándole
apuntandoles	apuntándoles
apuntandolo	apuntándolo
apuntandolos	apuntándolos
apuntandome	apuntándome
apuntandonos	apuntándonos
apuntandoos	apuntándoos
apuntandose	apuntándose
apuntandote	apuntándote
apuntanos	apúntanos
apuntaramos	apuntáramos
apuntaria	apuntaría
apuntariais	apuntaríais
apuntariamos	apuntaríamos
apuntarian	apuntarían
apuntarias	apuntarías
apuntarmela	apuntármela
apuntarmelas	apuntármelas
apuntarmelo	apuntármelo
apuntarmelos	apuntármelos
apuntarnosla	apuntárnosla
apuntarnoslas	apuntárnoslas
apuntarnoslo	apuntárnoslo
apuntarnoslos	apuntárnoslos
apuntarosla	apuntárosla
apuntaroslas	apuntároslas
apuntaroslo	apuntároslo
apuntaroslos	apuntároslos
apuntarsela	apuntársela
apuntarselas	apuntárselas
apuntarselo	apuntárselo
apuntarselos	apuntárselos
apuntartela	apuntártela
apuntartelas	apuntártelas
apuntartelo	apuntártelo
apuntartelos	apuntártelos
apuntasemos	apuntásemos
apuntate	apúntate
apunteis	apuntéis
apuntemonos	apuntémonos
apuntense	apúntense
apuntese	apúntese
apuntillabamos	apuntillábamos
apuntillais	apuntilláis
apuntillandose	apuntillándose
apuntillaramos	apuntilláramos
apuntillaria	apuntillaría
apuntillariais	apuntillaríais
apuntillariamos	apuntillaríamos
apuntillarian	apuntillarían
apuntillarias	apuntillarías
apuntillasemos	apuntillásemos
apuntilleis	apuntilléis
apuñabamos	apuñábamos
apuñais	apuñáis
apuñalabamos	apuñalábamos
apuñalais	apuñaláis
apuñalandose	apuñalándose
apuñalaramos	apuñaláramos
apuñalaria	apuñalaría
apuñalariais	apuñalaríais
apuñalariamos	apuñalaríamos
apuñalarian	apuñalarían
apuñalarias	apuñalarías
apuñalasemos	apuñalásemos
apuñaleis	apuñaléis
apuñandose	apuñándose
apuñaramos	apuñáramos
apuñaria	apuñaría
apuñariais	apuñaríais
apuñariamos	apuñaríamos
apuñarian	apuñarían
apuñarias	apuñarías
apuñasemos	apuñásemos
apuñeis	apuñéis
apurabamos	apurábamos
apuracion	apuración
apurais	apuráis
apurandome	apurándome
apurandonos	apurándonos
apurandoos	apurándoos
apurandose	apurándose
apurandote	apurándote
apuraramos	apuráramos
apuraria	apuraría
apurariais	apuraríais
apurariamos	apuraríamos
apurarian	apurarían
apurarias	apurarías
apurasemos	apurásemos
apurate	apúrate
apureis	apuréis
apurele	apúrele
apureles	apúreles
apuremonos	apurémonos
apurenle	apúrenle
apurenles	apúrenles
apurense	apúrense
apurese	apúrese
apurrais	apurráis
apurri	apurrí
apurria	apurría
apurriais	apurríais
apurriamos	apurríamos
apurrian	apurrían
apurrias	apurrías
apurriendose	apurriéndose
apurrieramos	apurriéramos
apurrieremos	apurriéremos
apurriesemos	apurriésemos
apurrio	apurrió
apurrira	apurrirá
apurriran	apurrirán
apurriras	apurrirás
apurrire	apurriré
apurrireis	apurriréis
apurriria	apurriría
apurririais	apurriríais
apurririamos	apurriríamos
apurririan	apurrirían
apurririas	apurrirías
apurris	apurrís
apusieramos	apusiéramos
apusieremos	apusiéremos
apusiesemos	apusiésemos
aquebraceis	aquebracéis
aquebrazabamos	aquebrazábamos
aquebrazais	aquebrazáis
aquebrazandose	aquebrazándose
aquebrazaramos	aquebrazáramos
aquebrazaria	aquebrazaría
aquebrazariais	aquebrazaríais
aquebrazariamos	aquebrazaríamos
aquebrazarian	aquebrazarían
aquebrazarias	aquebrazarías
aquebrazasemos	aquebrazásemos
aquejabamos	aquejábamos
aquejais	aquejáis
aquejandose	aquejándose
aquejaramos	aquejáramos
aquejaria	aquejaría
aquejariais	aquejaríais
aquejariamos	aquejaríamos
aquejarian	aquejarían
aquejarias	aquejarías
aquejasemos	aquejásemos
aquejeis	aquejéis
aquemenida	aqueménida
aquemenidas	aqueménidas
aquerabamos	aquerábamos
aquerais	aqueráis
aquerandose	aquerándose
aqueraramos	aqueráramos
aqueraria	aqueraría
aquerariais	aqueraríais
aquerariamos	aqueraríamos
aquerarian	aquerarían
aquerarias	aquerarías
aquerasemos	aquerásemos
aquereis	aqueréis
aquerenciabamos	aquerenciábamos
aquerenciais	aquerenciáis
aquerenciandose	aquerenciándose
aquerenciaramos	aquerenciáramos
aquerenciaria	aquerenciaría
aquerenciariais	aquerenciaríais
aquerenciariamos	aquerenciaríamos
aquerenciarian	aquerenciarían
aquerenciarias	aquerenciarías
aquerenciasemos	aquerenciásemos
aquerencieis	aquerenciéis
aqueresabamos	aqueresábamos
aqueresais	aqueresáis
aqueresandose	aqueresándose
aqueresaramos	aqueresáramos
aqueresaria	aqueresaría
aqueresariais	aqueresaríais
aqueresariamos	aqueresaríamos
aqueresarian	aqueresarían
aqueresarias	aqueresarías
aqueresasemos	aqueresásemos
aquereseis	aquereséis
aqui	aquí
aquietabamos	aquietábamos
aquietais	aquietáis
aquietandose	aquietándose
aquietaramos	aquietáramos
aquietaria	aquietaría
aquietariais	aquietaríais
aquietariamos	aquietaríamos
aquietarian	aquietarían
aquietarias	aquietarías
aquietasemos	aquietásemos
aquieteis	aquietéis
aquilatabamos	aquilatábamos
aquilatais	aquilatáis
aquilatandose	aquilatándose
aquilataramos	aquilatáramos
aquilataria	aquilataría
aquilatariais	aquilataríais
aquilatariamos	aquilataríamos
aquilatarian	aquilatarían
aquilatarias	aquilatarías
aquilatasemos	aquilatásemos
aquilateis	aquilatéis
aquilon	aquilón
arabamos	arábamos
arabe	árabe
arabes	árabes
arabiceis	arabicéis
arabiga	arábiga
arabigas	arábigas
arabigo	arábigo
arabigos	arábigos
arabizabamos	arabizábamos
arabizais	arabizáis
arabizandose	arabizándose
arabizaramos	arabizáramos
arabizaria	arabizaría
arabizariais	arabizaríais
arabizariamos	arabizaríamos
arabizarian	arabizarían
arabizarias	arabizarías
arabizasemos	arabizásemos
aracea	arácea
araceas	aráceas
araceo	aráceo
araceos	aráceos
aracnida	arácnida
aracnidas	arácnidas
aracnido	arácnido
aracnidos	arácnidos
aragon	aragón
aragones	aragonés
arais	aráis
arandano	arándano
arandanos	arándanos
arandose	arándose
arañabamos	arañábamos
arañais	arañáis
arañandome	arañándome
arañandonos	arañándonos
arañandoos	arañándoos
arañandose	arañándose
arañandote	arañándote
arañaramos	arañáramos
arañaria	arañaría
arañariais	arañaríais
arañariamos	arañaríamos
arañarian	arañarían
arañarias	arañarías
arañasemos	arañásemos
arañeis	arañéis
araramos	aráramos
araria	araría
arariais	araríais
arariamos	araríamos
ararian	ararían
ararias	ararías
arasemos	arásemos
arbitrabamos	arbitrábamos
arbitrais	arbitráis
arbitrandose	arbitrándose
arbitraramos	arbitráramos
arbitrariais	arbitraríais
arbitrariamos	arbitraríamos
arbitrarian	arbitrarían
arbitrasemos	arbitrásemos
arbitreis	arbitréis
arbitros	árbitros
arbol	árbol
arbolabamos	arbolábamos
arbolais	arboláis
arbolandose	arbolándose
arbolaramos	arboláramos
arbolaria	arbolaría
arbolariais	arbolaríais
arbolariamos	arbolaríamos
arbolarian	arbolarían
arbolarias	arbolarías
arbolasemos	arbolásemos
arboleceis	arbolecéis
arbolecera	arbolecerá
arboleceran	arbolecerán
arboleceras	arbolecerás
arbolecere	arboleceré
arbolecereis	arboleceréis
arboleceria	arbolecería
arboleceriais	arboleceríais
arboleceriamos	arboleceríamos
arbolecerian	arbolecerían
arbolecerias	arbolecerías
arboleci	arbolecí
arbolecia	arbolecía
arboleciais	arbolecíais
arboleciamos	arbolecíamos
arbolecian	arbolecían
arbolecias	arbolecías
arboleciendose	arboleciéndose
arbolecieramos	arboleciéramos
